19:33:31,E012,moto,L08,ENTREGUE,26.7,R$ 7.50,R$ 7.50,1,4x,Nenhum,+1.1s
19:33:31,E024,moto,L10,ENTREGUE,26.2,R$ 7.50,R$ 7.50,1,4x,Nenhum,-3.5s
19:33:32,E019,carro,L10,ENTREGUE,26.1,R$ 7.50,R$ 7.50,1,4x,Nenhum,-3.2s
19:33:32,E002,moto,L06,ENTREGUE,19.4,R$ 7.50,R$ 7.50,1,4x,Nenhum,-1.0s
19:33:33,E030,moto,L02,ENTREGUE,28.8,R$ 7.50,R$ 7.50,1,4x,Nenhum,+1.8s
19:33:33,E026,bike,L09,ENTREGUE,29.9,R$ 7.50,R$ 7.50,1,4x,Nenhum,+0.2s
19:33:35,E027,moto,L11,ENTREGUE,28.6,R$ 7.50,R$ 7.50,1,4x,Nenhum,+6.1s
19:33:37,E014,moto,L12,ENTREGUE,30.1,R$ 7.50,R$ 7.50,1,4x,Nenhum,-4.4s
19:33:38,E005,moto,L12,ENTREGUE,32.9,R$ 7.50,R$ 7.50,1,4x,Nenhum,-3.1s
19:33:39,E001,carro,L11,ENTREGUE,35.2,R$ 7.50,R$ 7.50,1,4x,Nenhum,+4.8s
19:33:42,E025,bike,L12,ENTREGUE,36.3,R$ 7.50,R$ 7.50,1,4x,Nenhum,-3.4s
19:33:47,E028,carro,L07,ENTREGUE,43.7,R$ 7.50,R$ 7.50,1,4x,Nenhum,-9.9s
19:33:58,E004,bike,L01,ENTREGUE,53.1,R$ 7.50,R$ 7.50,1,4x,Nenhum,-9.7s
19:34:07,E018,moto,L06,ENTREGUE,49.4,R$ 7.50,—,2,4x,Nenhum,+28.9s
19:34:09,E015,bike,L12,ENTREGUE,63.7,R$ 7.50,R$ 7.50,1,4x,Nenhum,-7.2s
19:34:17,E018,moto,L09,ENTREGUE,59.2,R$ 7.50,R$ 15.00,2,4x,Nenhum,+14.3s
19:34:23,E023,bike,L04,ENTREGUE,77.2,R$ 7.50,R$ 7.50,1,4x,Nenhum,-1.9s
19:34:25,E017,carro,L04,ENTREGUE,65.9,R$ 7.50,—,3,4x,Nenhum,+44.7s
19:34:26,E003,carro,L04,ENTREGUE,66.2,R$ 7.50,—,5,4x,Nenhum,+29.1s
